,0,num,name,period,,5,6
2199,,2200.,Roibu Aristide,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=99&leg=2004&cam=1
2200,,2201.,Roman Cristian-Constantin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=313&leg=2012&cam=2
2201,,2202.,Roman Emil,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=272&leg=1992&cam=2
2202,,2203.,Roman Florin-Claudiu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=249&leg=2016&cam=2
2203,,2204.,Roman Gheorghe,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=273&leg=1992&cam=2
2204,,2205.,Roman Gheorghe,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=314&leg=2012&cam=2
2205,,2206.,Roman Ioan,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=36&leg=1996&cam=2
2206,,2207.,Roman Ioan Sorin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=250&leg=2016&cam=2
2207,,2208.,Roman Ionel,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=274&leg=1992&cam=2
2208,,2209.,Roman Petre,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=316&leg=2012&cam=2
2209,,2210.,Roman Victor,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=317&leg=2012&cam=2
2210,,2211.,Romanescu Cristinel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=251&leg=2016&cam=2
2211,,2212.,Romanescu Marcel Laurenþiu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=156&leg=2004&cam=2
2212,,2213.,Romaºcanu Lucian,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=106&leg=2016&cam=1
2213,,2214.,Roºca Ioan,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=49&leg=1996&cam=2
2214,,2215.,Roºca Lucreþia,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=252&leg=2016&cam=2
2215,,2216.,Roºca Mircea,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=319&leg=2012&cam=2
2216,,2217.,Roºca Nicolae,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=276&leg=1992&cam=2
2217,,2218.,Roºca Radu-Vasile,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=388&leg=2000&cam=2
2218,,2219.,Roºca Toader,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=364&leg=1996&cam=2
2219,,2220.,Roºca-Stãnescu Sorin ªtefan,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=142&leg=2012&cam=1
2220,,2221.,Roºculeþ Gheorghe,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=360&leg=2000&cam=2
2221,,2222.,Roºculeþ Radu Voicu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=312&leg=1990&cam=2
2222,,2223.,Rotaru Alexandru,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=253&leg=2016&cam=2
2223,,2224.,Rotaru Constantin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=277&leg=1992&cam=2
2224,,2225.,Rotaru Dumitru,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=360&leg=1996&cam=2
2225,,2226.,Rotaru Florin,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=151&leg=2000&cam=1
2226,,2227.,Rotaru Ion,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=107&leg=2016&cam=1
2227,,2228.,Rotaru Rãzvan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=320&leg=2012&cam=2
2228,,2229.,Rotaru Rãzvan-Ilie,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=254&leg=2016&cam=2
2229,,2230.,Rovinaru Nicolae,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=163&leg=2000&cam=1
2230,,2231.,Rus Emil,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=261&leg=2000&cam=2
2231,,2232.,Rus Ioan,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=262&leg=2000&cam=2
2232,,2233.,Rus Ioan,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=78&leg=1990&cam=1
2233,,2234.,Rus Ioan Aurel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=325&leg=2004&cam=2
2234,,2235.,Ruse Corneliu Constantin,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=248&leg=1996&cam=2
2235,,2236.,Ruse Mihai,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=108&leg=2016&cam=1
2236,,2237.,Rusu Horia Mircea,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=263&leg=2000&cam=2
2237,,2238.,Rusu Liviu Alin,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=347&leg=2004&cam=2
2238,,2239.,Rusu Mihaela Adriana,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=281&leg=2004&cam=2
2239,,2240.,Rusu Valentin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=321&leg=2012&cam=2
2240,,2241.,Ruºanu Dan Radu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=322&leg=2012&cam=2
2241,,2242.,Ruºeþ Ion,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=115&leg=2008&cam=1
2242,,2243.,Ruºid Feuzia,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=279&leg=1992&cam=2
2243,,2244.,Ruva Mihai-Zaharia,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=102&leg=1990&cam=1
2244,,2245.,Sabãu Dan,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=100&leg=2004&cam=1
2245,,2246.,Sabãu Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=315&leg=1990&cam=2
2246,,2247.,Sabãu Traian,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=204&leg=1996&cam=2
2247,,2248.,Sadici Octavian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=265&leg=2000&cam=2
2248,,2249.,Saghian Gheorghe,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=144&leg=2012&cam=1
2249,,2250.,Salan Viorel,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=109&leg=2016&cam=1
2250,,2251.,Sali Negiat,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=330&leg=2000&cam=2
2251,,2252.,Sanda Victor,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=25&leg=2004&cam=2
2252,,2253.,Sandache Cristian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=269&leg=2000&cam=2
2253,,2254.,Sandu Alecu,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=266&leg=2000&cam=2
2254,,2255.,Sandu Costin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=316&leg=1990&cam=2
2255,,2256.,Sandu Dumitru,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=221&leg=1996&cam=2
2256,,2257.,Sandu Gabriel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=101&leg=2004&cam=2
2257,,2258.,Sandu Ion Florentin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=267&leg=2000&cam=2
2258,,2259.,Sandu Nichita,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=317&leg=1990&cam=2
2259,,2260.,Sandu-Caprã Mihai,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=303&leg=2004&cam=2
2260,,2261.,Sarafoleanu Dorin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=318&leg=1990&cam=2
2261,,2262.,Sarkady Zsolt Csaba,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=391&leg=2000&cam=2
2262,,2263.,Sassu Alexandru,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=268&leg=2000&cam=2
2263,,2264.,Sasu Ion,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=140&leg=2004&cam=2
2264,,2265.,Satnoianu Tãnase,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=403&leg=2000&cam=2
2265,,2266.,Saulea Dãnuþ Neculai,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=212&leg=2000&cam=2
2266,,2267.,Sava Andrei-Valentin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=323&leg=2012&cam=2
2267,,2268.,Sava Constantin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1117&leg=1996&cam=1
2268,,2269.,Sava Costache,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=17&leg=1990&cam=1
2269,,2270.,Savin Emanoil,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=110&leg=2016&cam=1
2270,,2271.,Savu Daniel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=145&leg=2012&cam=1
2271,,2272.,Savu Gheorghe,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=102&leg=2000&cam=1
2272,,2273.,Savu Radu-Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=319&leg=1990&cam=2
2273,,2274.,Savu Vasile Ioan,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=341&leg=2000&cam=2
2274,,2275.,Sãceanu Constantin,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=367&leg=1996&cam=2
2275,,2276.,Sãftoiu Ana Adriana,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=255&leg=2016&cam=2
2276,,2277.,Sãlãgean Vasile,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=320&leg=1990&cam=2
2277,,2278.,Sãlãgean Viorel,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=116&leg=1992&cam=1
2278,,2279.,Sãlãjean Gheorghe,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=281&leg=1992&cam=2
2279,,2280.,Sãlcudeanu Petre,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=282&leg=1992&cam=2
2280,,2281.,Sãmãrtinean Cornel-Mircea,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=256&leg=2016&cam=2
2281,,2282.,Sãndulache Adrian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=321&leg=1990&cam=2
2282,,2283.,Sãndulescu Aureliu Emil,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=18&leg=1996&cam=2
2283,,2284.,Sãndulescu Ionel,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=104&leg=1990&cam=1
2284,,2285.,Sãndulescu ªerban,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1173&leg=1996&cam=1
2285,,2286.,Sãniuþã Marian-Florian,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=267&leg=2008&cam=2
2286,,2287.,Sãpunaru Nini,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=325&leg=2012&cam=2
2287,,2288.,Sãvoiu Ionuþ-Cristian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=326&leg=2012&cam=2
2288,,2289.,Sârb Gheorghe,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=76&leg=2004&cam=2
2289,,2290.,Sârbu Adrian,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=118&leg=1992&cam=1
2290,,2291.,Sârbu Chiriaca,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=355&leg=1992&cam=2
2291,,2292.,Sârbu Daciana Octavia,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=65&leg=2004&cam=2
2292,,2293.,Sârbu Ilie,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=146&leg=2012&cam=1
2293,,2294.,Sârbu Marian,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=269&leg=2008&cam=2
2294,,2295.,Sârbu Mugurel Liviu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=15&leg=2004&cam=2
2295,,2296.,Sârbulescu Ion,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=115&leg=2000&cam=1
2296,,2297.,Sbârcea Tiberiu Sergius,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=361&leg=2000&cam=2
2297,,2298.,Sbîrciu Ioan,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=119&leg=2008&cam=1
2298,,2299.,Sbîrnea Liliana,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=111&leg=2016&cam=1
2299,,2300.,Scarlat George,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=327&leg=2012&cam=2
2300,,2301.,Scântei Laura-Iuliana,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=112&leg=2016&cam=1
2301,,2302.,Schelean-ªomfelean Valeria-Diana,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=257&leg=2016&cam=2
2302,,2303.,Schwerin Gerhard,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=322&leg=1990&cam=2
2303,,2304.,Scorþan Gheorghe-Dorin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=323&leg=1990&cam=2
2304,,2305.,Scrieciu Gheorghe,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=324&leg=1990&cam=2
2305,,2306.,Scurtu Emil,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=104&leg=1992&cam=1
2306,,2307.,Scutaru Adrian George,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=329&leg=2012&cam=2
2307,,2308.,Sebestyén Csaba-István,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=258&leg=2016&cam=2
2308,,2309.,Secarã Floricã,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=105&leg=1992&cam=1
2309,,2310.,Secarã Florin Mihail,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=330&leg=2012&cam=2
2310,,2311.,Secarã Gheorghe,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=315&leg=1996&cam=2
2311,,2312.,Secãºan Iosif,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=147&leg=2012&cam=1
2312,,2313.,Seche Ion,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=56&leg=2000&cam=1
2313,,2314.,Sechelariu Sergiu,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=43&leg=2000&cam=1
2314,,2315.,Secrieru Dinu,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1118&leg=1996&cam=1
2315,,2316.,Sefer Cristian-George,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=259&leg=2016&cam=2
2316,,2317.,Seidler Cristian-Gabriel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=260&leg=2016&cam=2
2317,,2318.,Selagea Constantin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=271&leg=2000&cam=2
2318,,2319.,Semcu Adrian Emanuil,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=274&leg=2004&cam=2
2319,,2320.,Senciuc Niculai,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=107&leg=1992&cam=1
2320,,2321.,Seniuc Corneliu,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=350&leg=1992&cam=2
2321,,2322.,Serac Florian,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=133&leg=1996&cam=2
2322,,2323.,Seracin Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=325&leg=1990&cam=2
2323,,2324.,Seremi ªtefan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=271&leg=2008&cam=2
2324,,2325.,Seres Dénes,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=261&leg=2016&cam=2
2325,,2326.,Sersea Nicolae,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=272&leg=2000&cam=2
2326,,2327.,Severin Adrian,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=237&leg=2004&cam=2
2327,,2328.,Severin Georgicã,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=148&leg=2012&cam=1
2328,,2329.,Sfercoci Gheorghe,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=428&leg=1990&cam=2
2329,,2330.,Sibinescu Ionuþ,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=113&leg=2016&cam=1
2330,,2331.,Sighiartãu Robert-Ionatan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=263&leg=2016&cam=2
2331,,2332.,Silaghi Ovidiu Ioan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=333&leg=2012&cam=2
2332,,2333.,Silistraru Adrian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=328&leg=1990&cam=2
2333,,2334.,Silistru Doina,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=114&leg=2016&cam=1
2334,,2335.,Silvaº Mircea-Anton,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=287&leg=1992&cam=2
2335,,2336.,Simatiuc George,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=408&leg=1990&cam=2
2336,,2337.,Simedru Dan Coriolan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=334&leg=2012&cam=2
2337,,2338.,Simescu Nicolae,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=160&leg=1992&cam=1
2338,,2339.,Simion Adrian,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=81&leg=1990&cam=1
2339,,2340.,Simion Florea,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=331&leg=1996&cam=2
2340,,2341.,Simion Lucian-Eduard,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=264&leg=2016&cam=2
2341,,2342.,Simion Sebastian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=397&leg=2000&cam=2
2342,,2343.,Simionca Ioan,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=115&leg=2016&cam=1
2343,,2344.,Simionca Ionuþ,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=265&leg=2016&cam=2
2344,,2345.,Simionescu Adrian Constantin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=335&leg=2012&cam=2
2345,,2346.,Simionescu Aurel Gabriel,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=103&leg=2004&cam=1
2346,,2347.,Simionescu Constantin,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=109&leg=1992&cam=1
2347,,2348.,Simionovici Alexandru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=288&leg=1992&cam=2
2348,,2349.,Simonis Alfred - Robert,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=266&leg=2016&cam=2
2349,,2350.,Sin Niculae,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=93&leg=2000&cam=1
2350,,2351.,Sindile Antonie,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=330&leg=1990&cam=2
2351,,2352.,Sinkó Stefan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=289&leg=1992&cam=2
2352,,2353.,Sireþeanu Mihail,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=271&leg=2004&cam=2
2353,,2354.,Sitterli Ovidiu-Ioan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=267&leg=2016&cam=2
2354,,2355.,Sîntu Ioan Teodor,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=348&leg=1992&cam=2
2355,,2356.,Smarandache Miron Alexandru,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=116&leg=2016&cam=1
2356,,2357.,Soare Mircea,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=82&leg=1990&cam=1
2357,,2358.,Socaciu Victor,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=273&leg=2008&cam=2
2358,,2359.,Socotar Gheorghe-Dinu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=268&leg=2016&cam=2
2359,,2360.,Sógor Csaba,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=104&leg=2004&cam=1
2360,,2361.,Sóki Béla,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=82&leg=2004&cam=2
2361,,2362.,Solcanu Ion,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=105&leg=2004&cam=1
2362,,2363.,Solomon Adrian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=269&leg=2016&cam=2
2363,,2364.,Solomon Antonie,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=150&leg=2012&cam=1
2364,,2365.,Sonea Ioan,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=278&leg=2000&cam=2
2365,,2366.,Soponar Romul,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=410&leg=1990&cam=2
2366,,2367.,Soporan Aurel-Horea,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=117&leg=2016&cam=1
2367,,2368.,Soporan Vasile Filip,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=275&leg=2008&cam=2
2368,,2369.,Sorescu Constantin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=332&leg=1990&cam=2
2369,,2370.,Soroceanu Valentin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=292&leg=1992&cam=2
2370,,2371.,Spãtaru Liviu,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=229&leg=1996&cam=2
2371,,2372.,Spânu Ion,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=270&leg=2016&cam=2
2372,,2373.,Spineanu Ulm Nicolae,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1122&leg=1996&cam=1
2373,,2374.,Spiridon Didi,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=91&leg=1996&cam=2
2374,,2375.,Spiridon Nicu,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=279&leg=2000&cam=2
2375,,2376.,Spînu Teodor-Marius,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=276&leg=2008&cam=2
2376,,2377.,Sporea Elena,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=141&leg=2000&cam=1
2377,,2378.,Staicu Constantin Dan Dorin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=333&leg=1990&cam=2
2378,,2379.,Staicu Dumitru Florian,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=123&leg=2008&cam=1
2379,,2380.,Staicu Ion,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=334&leg=1990&cam=2
2380,,2381.,Stamatian Vasile-Florin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=271&leg=2016&cam=2
2381,,2382.,Stan Dragomir,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=157&leg=1992&cam=1
2382,,2383.,Stan Ioan,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=118&leg=2016&cam=1
2383,,2384.,Stan Ion,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=339&leg=2012&cam=2
2384,,2385.,Stan Marin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=409&leg=1990&cam=2
2385,,2386.,Stan Nicolae,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=279&leg=2008&cam=2
2386,,2387.,Stan Petru,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=106&leg=2004&cam=1
2387,,2388.,Stan Vasile,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=128&leg=1996&cam=2
2388,,2389.,Stan Viorel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=342&leg=2016&cam=2
2389,,2390.,Stana-Ionescu Ileana,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=345&leg=2000&cam=2
2390,,2391.,Stanca Teodor,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=95&leg=1996&cam=2
2391,,2392.,Stanciu Anghel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=340&leg=2012&cam=2
2392,,2393.,Stanciu Glicherie,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=335&leg=1990&cam=2
2393,,2394.,Stanciu Zisu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=341&leg=2012&cam=2
2394,,2395.,Stanciu-Viziteu Lucian-Daniel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=272&leg=2016&cam=2
2395,,2396.,Stancov George-Iulian,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=260&leg=1996&cam=2
2396,,2397.,Stancu Florinel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=273&leg=2016&cam=2
2397,,2398.,Stancu Ionel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=342&leg=2012&cam=2
2398,,2399.,Stativã Irinel Ioan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=274&leg=2016&cam=2
2399,,2400.,Stavrositu Maria,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=281&leg=2008&cam=2
2400,,2401.,Stãnescu Alexandru,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=275&leg=2016&cam=2
2401,,2402.,Stãnescu Alexandru-Octavi,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=343&leg=2004&cam=2
2402,,2403.,Stãnescu Cristian,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=96&leg=2004&cam=2
2403,,2404.,Stãnescu George,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=295&leg=1992&cam=2
2404,,2405.,Stãnescu Mihai-Sorin,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=117&leg=1996&cam=2
2405,,2406.,Stãnescu Mircea,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=213&leg=2004&cam=2
2406,,2407.,Stãnescu Paul,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=119&leg=2016&cam=1
2407,,2408.,Stãniºoarã Mihai,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=345&leg=2012&cam=2
2408,,2409.,Stãnoiu Rodica Mihaela,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=107&leg=2004&cam=1
2409,,2410.,Stângã George-Cãtãlin,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=120&leg=2016&cam=1
2410,,2411.,Steriu Valeriu-Andrei,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=276&leg=2016&cam=2
2411,,2412.,Stocheci Cristina-Mariana,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=121&leg=2016&cam=1
2412,,2413.,Stoian Mircea,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=350&leg=2000&cam=2
2413,,2414.,Stoica Bogdan-Alin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=277&leg=2016&cam=2
2414,,2415.,Stoica Emil,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=298&leg=1992&cam=2
2415,,2416.,Stoica Fevronia,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=145&leg=2000&cam=1
2416,,2417.,Stoica Ilie,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=109&leg=2004&cam=1
2417,,2418.,Stoica Ion,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=29&leg=2004&cam=2
2418,,2419.,Stoica Ion Aurel,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=158&leg=1992&cam=1
2419,,2420.,Stoica Mihaela,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=347&leg=2012&cam=2
2420,,2421.,Stoica Mihail-Constantin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=338&leg=1990&cam=2
2421,,2422.,Stoica ªtefan,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=151&leg=2012&cam=1
2422,,2423.,Stoica ªtefan-Bucur,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=348&leg=2012&cam=2
2423,,2424.,Stoica Valeria Mariana,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=242&leg=1996&cam=2
